"Year","Geography","Age group","Sex","Economic family type","GeoCode","Value"
2016,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,43.7
2017,"British Columbia","Total","Both sexes","Total",59,14.6
2017,"British Columbia","Under 18 years","Both sexes","Total",59,13.4
2017,"British Columbia","18 to 64 years","Both sexes","Total",59,16.3
2017,"British Columbia","65 years and over","Both sexes","Total",59,9.7
2017,"British Columbia","Total","Both sexes","Persons in economic families",59,10
2017,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,5.9
2017,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,13.2
2017,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,10.7
2017,"British Columbia","Under 18 years","Both sexes","Persons in all other economic families",59,14.6
2017,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,9.9
2017,"British Columbia","Total","Both sexes","Persons not in an economic family",59,35.4
2017,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,19.8
2017,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,40.8
2018,"British Columbia","Total","Both sexes","Total",59,13.3
2018,"British Columbia","Under 18 years","Both sexes","Total",59,11.1
2018,"British Columbia","18 to 64 years","Both sexes","Total",59,15.3
2018,"British Columbia","65 years and over","Both sexes","Total",59,8.5
2018,"British Columbia","Total","Both sexes","Persons in economic families",59,8.3
2018,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,3.6
2018,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,11
2018,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,9.6
2018,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,8.6
2018,"British Columbia","Total","Both sexes","Persons not in an economic family",59,35.2
2018,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,21.9
2018,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,39.7
2019,"British Columbia","Total","Both sexes","Total",59,12.2
2019,"British Columbia","Under 18 years","Both sexes","Total",59,7.3
2019,"British Columbia","18 to 64 years","Both sexes","Total",59,15.1
2019,"British Columbia","65 years and over","Both sexes","Total",59,6.6
2019,"British Columbia","Total","Both sexes","Persons in economic families",59,7.2
2019,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,3.4
2019,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,7.1
2019,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,5.4
2019,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,8.2
2019,"British Columbia","Total","Both sexes","Persons not in an economic family",59,33.2
2019,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,14.8
2019,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,39.9
2020,"British Columbia","Total","Both sexes","Total",59,7.8
2020,"British Columbia","Under 18 years","Both sexes","Total",59,5
2020,"British Columbia","18 to 64 years","Both sexes","Total",59,9.7
2020,"British Columbia","65 years and over","Both sexes","Total",59,3.8
2020,"British Columbia","Total","Both sexes","Persons in economic families",59,4
2020,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,1.8
2020,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,4.9
2020,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,4.1
2020,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,4.2
2020,"British Columbia","Total","Both sexes","Persons not in an economic family",59,23.6
2020,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,8.6
2020,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,29.6
2021,"British Columbia","Total","Both sexes","Total",59,8.9
2021,"British Columbia","Under 18 years","Both sexes","Total",59,8
2021,"British Columbia","18 to 64 years","Both sexes","Total",59,9.7
2021,"British Columbia","65 years and over","Both sexes","Total",59,7.1
2021,"British Columbia","Total","Both sexes","Persons in economic families",59,5.3
2021,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,3.8
2021,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,7.3
2021,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,5.1
2021,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,5
2021,"British Columbia","Total","Both sexes","Persons not in an economic family",59,23.8
2021,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,14.4
2021,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,28
2022,"British Columbia","Total","Both sexes","Total",59,11.8
2022,"British Columbia","Under 18 years","Both sexes","Total",59,11.2
2022,"British Columbia","18 to 64 years","Both sexes","Total",59,12.8
2022,"British Columbia","65 years and over","Both sexes","Total",59,9.1
2022,"British Columbia","Total","Both sexes","Persons in economic families",59,7.8
2022,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,4.8
2022,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,10.9
2022,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,8.4
2022,"British Columbia","Under 18 years","Both sexes","Persons in all other economic families",59,12.5
2022,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,7.5
2022,"British Columbia","Total","Both sexes","Persons not in an economic family",59,28.5
2022,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,19.4
2022,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,32.3
2023,"British Columbia","Total","Both sexes","Total",59,11.5
2023,"British Columbia","Under 18 years","Both sexes","Total",59,11.2
2023,"British Columbia","18 to 64 years","Both sexes","Total",59,12.8
2023,"British Columbia","65 years and over","Both sexes","Total",59,7.5
2023,"British Columbia","Total","Both sexes","Persons in economic families",59,7.7
2023,"British Columbia","65 years and over","Both sexes","Seniors in economic families",59,4
2023,"British Columbia","Under 18 years","Both sexes","Persons in economic families",59,11
2023,"British Columbia","Under 18 years","Both sexes","Persons in couple families with children",59,8.3
2023,"British Columbia","Under 18 years","Both sexes","Persons in all other economic families",59,10.3
2023,"British Columbia","18 to 64 years","Both sexes","Persons in economic families",59,7.5
2023,"British Columbia","Total","Both sexes","Persons not in an economic family",59,27.2
2023,"British Columbia","65 years and over","Both sexes","Seniors not in an economic family",59,15.7
2023,"British Columbia","","Both sexes","Non-seniors not in an economic family",59,32
2015,"Calgary, Alberta","Total","Both sexes","Total",,11.5
2015,"Calgary, Alberta","Under 18 years","Both sexes","Total",,15.4
2015,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,11.5
2015,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,9.8
2015,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,15.4
2015,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,8.7
2015,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,21.5
2015,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,24.6
2016,"Calgary, Alberta","Total","Both sexes","Total",,11.1
2016,"Calgary, Alberta","Under 18 years","Both sexes","Total",,11.7
2016,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,12
2016,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,8.4
2016,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,11.7
2016,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,7.9
2016,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,24.4
2016,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,28.6
2017,"Calgary, Alberta","Total","Both sexes","Total",,8
2017,"Calgary, Alberta","Under 18 years","Both sexes","Total",,8
2017,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,9
2017,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,6.7
2017,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,8
2017,"Calgary, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,7.9
2017,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,7.2
2017,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,16
2017,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,18.4
2018,"Calgary, Alberta","Total","Both sexes","Total",,12
2018,"Calgary, Alberta","Under 18 years","Both sexes","Total",,12.5
2018,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,13.3
2018,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,8.9
2018,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,12.5
2018,"Calgary, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,10.4
2018,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,8.5
2018,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,27.5
2018,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,33
2019,"Calgary, Alberta","Total","Both sexes","Total",,6
2019,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,6.9
2019,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,4.7
2019,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,4.9
2019,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,13.9
2019,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,16.4
2020,"Calgary, Alberta","Total","Both sexes","Total",,7.4
2020,"Calgary, Alberta","Under 18 years","Both sexes","Total",,6.8
2020,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,8.5
2020,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,4.5
2020,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,6.8
2020,"Calgary, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,3.6
2020,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,4.2
2020,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,22
2020,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,26.6
2021,"Calgary, Alberta","Total","Both sexes","Total",,8.9
2021,"Calgary, Alberta","Under 18 years","Both sexes","Total",,10
2021,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,8.7
2021,"Calgary, Alberta","65 years and over","Both sexes","Total",,8
2021,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,5.9
2021,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,9.8
2021,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,4.5
2021,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,24.7
2021,"Calgary, Alberta","65 years and over","Both sexes","Seniors not in an economic family",,14.7
2021,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,27.5
2022,"Calgary, Alberta","Total","Both sexes","Total",,10.8
2022,"Calgary, Alberta","Under 18 years","Both sexes","Total",,12.3
2022,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,11.1
2022,"Calgary, Alberta","65 years and over","Both sexes","Total",,6.6
2022,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,8
2022,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,12
2022,"Calgary, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,8.4
2022,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,7
2022,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,26.7
2022,"Calgary, Alberta","65 years and over","Both sexes","Seniors not in an economic family",,15.6
2022,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,29.8
2023,"Calgary, Alberta","Total","Both sexes","Total",,10.3
2023,"Calgary, Alberta","Under 18 years","Both sexes","Total",,12.4
2023,"Calgary, Alberta","18 to 64 years","Both sexes","Total",,10.4
2023,"Calgary, Alberta","65 years and over","Both sexes","Total",,6.8
2023,"Calgary, Alberta","Total","Both sexes","Persons in economic families",,7.3
2023,"Calgary, Alberta","Under 18 years","Both sexes","Persons in economic families",,12.4
2023,"Calgary, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,10.2
2023,"Calgary, Alberta","18 to 64 years","Both sexes","Persons in economic families",,6.3
2023,"Calgary, Alberta","Total","Both sexes","Persons not in an economic family",,26.8
2023,"Calgary, Alberta","65 years and over","Both sexes","Seniors not in an economic family",,22.4
2023,"Calgary, Alberta","","Both sexes","Non-seniors not in an economic family",,27.9
2015,"Canada","Under 18 years","Both sexes","Total",,16.3
2015,"Canada","18 to 64 years","Both sexes","Total",,15.7
2015,"Canada","65 years and over","Both sexes","Total",,7.1
2015,"Canada","Total","Both sexes","Persons in economic families",,10.9
2015,"Canada","65 years and over","Both sexes","Seniors in economic families",,3.3
2015,"Canada","Under 18 years","Both sexes","Persons in economic families",,16.1
2015,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,13.2
2015,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,17.6
2015,"Canada","18 to 64 years","Both sexes","Persons in economic families",,10.6
2015,"Canada","Total","Both sexes","Persons not in an economic family",,32.8
2015,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,16.9
2015,"Canada","","Both sexes","Non-seniors not in an economic family",,38.9
2016,"Canada","Under 18 years","Both sexes","Total",,13.9
2016,"Canada","18 to 64 years","Both sexes","Total",,14
2016,"Canada","65 years and over","Both sexes","Total",,7.1
2016,"Canada","Total","Both sexes","Persons in economic families",,9.4
2016,"Canada","65 years and over","Both sexes","Seniors in economic families",,3.5
2016,"Canada","Under 18 years","Both sexes","Persons in economic families",,13.8
2016,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,10.1
2016,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,11.8
2016,"Canada","18 to 64 years","Both sexes","Persons in economic families",,9.1
2016,"Canada","Total","Both sexes","Persons not in an economic family",,30.8
2016,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,16.3
2016,"Canada","","Both sexes","Non-seniors not in an economic family",,36.4
2017,"Canada","Under 18 years","Both sexes","Total",,11.7
2017,"Canada","18 to 64 years","Both sexes","Total",,13.4
2017,"Canada","65 years and over","Both sexes","Total",,6.1
2017,"Canada","Total","Both sexes","Persons in economic families",,8.6
2017,"Canada","65 years and over","Both sexes","Seniors in economic families",,3.3
2017,"Canada","Under 18 years","Both sexes","Persons in economic families",,11.6
2017,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,8.8
2017,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,12.6
2017,"Canada","18 to 64 years","Both sexes","Persons in economic families",,8.6
2017,"Canada","Total","Both sexes","Persons not in an economic family",,28.8
2017,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,13
2017,"Canada","","Both sexes","Non-seniors not in an economic family",,35.5
2018,"Canada","Under 18 years","Both sexes","Total",,10.6
2018,"Canada","18 to 64 years","Both sexes","Total",,12.8
2018,"Canada","65 years and over","Both sexes","Total",,6
2018,"Canada","Total","Both sexes","Persons in economic families",,7.6
2018,"Canada","65 years and over","Both sexes","Seniors in economic families",,2.7
2018,"Canada","Under 18 years","Both sexes","Persons in economic families",,10.4
2018,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,7.8
2018,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,10.9
2018,"Canada","18 to 64 years","Both sexes","Persons in economic families",,7.7
2018,"Canada","Total","Both sexes","Persons not in an economic family",,29
2018,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,13.7
2018,"Canada","","Both sexes","Non-seniors not in an economic family",,35.6
2019,"Canada","Under 18 years","Both sexes","Total",,9.4
2019,"Canada","18 to 64 years","Both sexes","Total",,12.1
2019,"Canada","65 years and over","Both sexes","Total",,5.8
2019,"Canada","Total","Both sexes","Persons in economic families",,7.1
2019,"Canada","65 years and over","Both sexes","Seniors in economic families",,3.1
2019,"Canada","Under 18 years","Both sexes","Persons in economic families",,9.3
2019,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,7
2019,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,8.4
2019,"Canada","18 to 64 years","Both sexes","Persons in economic families",,7.2
2019,"Canada","Total","Both sexes","Persons not in an economic family",,27
2019,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,12.1
2019,"Canada","","Both sexes","Non-seniors not in an economic family",,33.7
2020,"Canada","Under 18 years","Both sexes","Total",,4.8
2020,"Canada","18 to 64 years","Both sexes","Total",,8
2020,"Canada","65 years and over","Both sexes","Total",,3.2
2020,"Canada","Total","Both sexes","Persons in economic families",,3.5
2020,"Canada","65 years and over","Both sexes","Seniors in economic families",,1.3
2020,"Canada","Under 18 years","Both sexes","Persons in economic families",,4.7
2020,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,3.1
2020,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,4.6
2020,"Canada","18 to 64 years","Both sexes","Persons in economic families",,3.6
2020,"Canada","Total","Both sexes","Persons not in an economic family",,21
2020,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,7.4
2020,"Canada","","Both sexes","Non-seniors not in an economic family",,27.3
2021,"Canada","Under 18 years","Both sexes","Total",,6.6
2021,"Canada","18 to 64 years","Both sexes","Total",,8.5
2021,"Canada","65 years and over","Both sexes","Total",,5.6
2021,"Canada","Total","Both sexes","Persons in economic families",,4.6
2021,"Canada","65 years and over","Both sexes","Seniors in economic families",,2.4
2021,"Canada","Under 18 years","Both sexes","Persons in economic families",,6.3
2021,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,4.3
2021,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,10.4
2021,"Canada","18 to 64 years","Both sexes","Persons in economic families",,4.5
2021,"Canada","Total","Both sexes","Persons not in an economic family",,22
2021,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,13
2021,"Canada","","Both sexes","Non-seniors not in an economic family",,26.3
2022,"Canada","Under 18 years","Both sexes","Total",,10.3
2022,"Canada","18 to 64 years","Both sexes","Total",,11.4
2022,"Canada","65 years and over","Both sexes","Total",,6.4
2022,"Canada","Total","Both sexes","Persons in economic families",,6.9
2022,"Canada","65 years and over","Both sexes","Seniors in economic families",,3.3
2022,"Canada","Under 18 years","Both sexes","Persons in economic families",,10.1
2022,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,7.1
2022,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,13
2022,"Canada","18 to 64 years","Both sexes","Persons in economic families",,6.6
2022,"Canada","Total","Both sexes","Persons not in an economic family",,26.1
2022,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,13.8
2022,"Canada","","Both sexes","Non-seniors not in an economic family",,31.6
2023,"Canada","Under 18 years","Both sexes","Total",,10.9
2023,"Canada","18 to 64 years","Both sexes","Total",,11.8
2023,"Canada","65 years and over","Both sexes","Total",,5.4
2023,"Canada","Total","Both sexes","Persons in economic families",,7.2
2023,"Canada","65 years and over","Both sexes","Seniors in economic families",,2.8
2023,"Canada","Under 18 years","Both sexes","Persons in economic families",,10.8
2023,"Canada","Under 18 years","Both sexes","Persons in couple families with children",,7.9
2023,"Canada","Under 18 years","Both sexes","Persons in all other economic families",,11.6
2023,"Canada","18 to 64 years","Both sexes","Persons in economic families",,7
2023,"Canada","Total","Both sexes","Persons not in an economic family",,25.4
2023,"Canada","65 years and over","Both sexes","Seniors not in an economic family",,11.6
2023,"Canada","","Both sexes","Non-seniors not in an economic family",,31.7
2015,"Edmonton, Alberta","Total","Both sexes","Total",,7.6
2015,"Edmonton, Alberta","Under 18 years","Both sexes","Total",,10.2
2015,"Edmonton, Alberta","18 to 64 years","Both sexes","Total",,7.6
2015,"Edmonton, Alberta","Total","Both sexes","Persons in economic families",,5.7
2015,"Edmonton, Alberta","Under 18 years","Both sexes","Persons in economic families",,9.9
2015,"Edmonton, Alberta","18 to 64 years","Both sexes","Persons in economic families",,4.9
2015,"Edmonton, Alberta","Total","Both sexes","Persons not in an economic family",,18.8
2015,"Edmonton, Alberta","","Both sexes","Non-seniors not in an economic family",,20.5
2016,"Edmonton, Alberta","Total","Both sexes","Total",,8.5
2016,"Edmonton, Alberta","Under 18 years","Both sexes","Total",,8
2016,"Edmonton, Alberta","18 to 64 years","Both sexes","Total",,9.7
2016,"Edmonton, Alberta","Total","Both sexes","Persons in economic families",,6.4
2016,"Edmonton, Alberta","Under 18 years","Both sexes","Persons in economic families",,8
2016,"Edmonton, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,7.6
2016,"Edmonton, Alberta","18 to 64 years","Both sexes","Persons in economic families",,6.6
2016,"Edmonton, Alberta","Total","Both sexes","Persons not in an economic family",,25.3
2016,"Edmonton, Alberta","","Both sexes","Non-seniors not in an economic family",,28.6
2017,"Edmonton, Alberta","Total","Both sexes","Total",,9.7
2017,"Edmonton, Alberta","Under 18 years","Both sexes","Total",,8.3
2017,"Edmonton, Alberta","18 to 64 years","Both sexes","Total",,11.1
2017,"Edmonton, Alberta","65 years and over","Both sexes","Total",,4.4
2017,"Edmonton, Alberta","Total","Both sexes","Persons in economic families",,6.4
2017,"Edmonton, Alberta","Under 18 years","Both sexes","Persons in economic families",,8.3
2017,"Edmonton, Alberta","18 to 64 years","Both sexes","Persons in economic families",,6.1
2017,"Edmonton, Alberta","Total","Both sexes","Persons not in an economic family",,27.1
2017,"Edmonton, Alberta","","Both sexes","Non-seniors not in an economic family",,33
2018,"Edmonton, Alberta","Total","Both sexes","Total",,7.7
2018,"Edmonton, Alberta","Under 18 years","Both sexes","Total",,6.3
2018,"Edmonton, Alberta","18 to 64 years","Both sexes","Total",,8.9
2018,"Edmonton, Alberta","Total","Both sexes","Persons in economic families",,4.3
2018,"Edmonton, Alberta","Under 18 years","Both sexes","Persons in economic families",,6.1
2018,"Edmonton, Alberta","Under 18 years","Both sexes","Persons in couple families with children",,4.5
2018,"Edmonton, Alberta","18 to 64 years","Both sexes","Persons in economic families",,4
2018,"Edmonton, Alberta","Total","Both sexes","Persons not in an economic family",,25.8
2018,"Edmonton, Alberta","","Both sexes","Non-seniors not in an economic family",,30
